"PROVINCIA";"TIPOLOXÍA";"NOME";"ENDEREZO";"LOCALIDADE";"CONCELLO";"CÓDIGO POSTAL";"TELÉFONO";"FAX";"COORDENADAS";"PORTAL WEB";"ENDEREZO WEB 2";"CORREO ELECTRÓNICO";"NIDEN";"ACCESO AO CATÁLOGO";"INFORMACIÓN ADICIONAL";"TITULARIDADE";"INSTITUCIÓN TTULAR";"ORGANISMO XESTOR";"ACCESO";"ESTADO";"SITUACIÓN ADMINISTRATIVA NA RBG"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Barro";"San Antoniño Perdecanai, 12";"Barro";"Barro";"36194";"986714806/690722812";"986711001";"42.522914,-8.638086";"http://barro.es/eportal/portal/index.php?js=si&ajax=si&id_seccion=1101";"";"omix@barro.es/barro.rbgalicia@eidolocal.es/";"3600011-270";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Barro";"Concello de Barro";"Público";"Aberta";"Rexistrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Beluso";"Nova de Arriba, s/n";"Beluso";"Bueu";"36937";"986324630";"";"42.326348,-8.783784";"";"";"bibliotecabeluso@concellodebueu.gal";"3601353-241";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Bueu";"Concello de Bueu";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Bueu - Don Gonzalo Torrente Ballester";"Ramal dos Galos s/n";"Bueu";"Bueu";"36930";"986323140";"986323140";"42.323873,-8.782775";"";"";"bibliobueucentralmun@yahoo.es/bueu.rbgalicia@eidolocal.es";"3601353-271";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Bueu";"Concello de Bueu";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Cela";"Igrexario, s/n";"Cela";"Bueu";"36939";"986323539";"";"42.323826,-8.753121";"";"";"bibliotecacela@concellobueu.gal";"3601353-1934";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Bueu";"Concello de Bueu";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal Padre Manuel Martínez Ferro";"Paseo de Román López, 9";"Caldas de Reis";"Caldas de Reis";"36650";"986530604";"986530393";"42.603847,-8.641241";"";"";"biblioteca@caldasdereis.com/caldas.rbgalicia@eidolocal.es";"3600047-224";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Caldas de Reis";"Concello de Caldas de Reis";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Cambados Luis Rei";"Rúa San Francisco, 23";"Cambados";"Cambados";"36630";"986520008";"986524866";"42.5202,-8.81498";"";"";"biblioteca@cambados.es/cambados.rbgalicia@eidolocal.es";"3600050-225";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Cambados";"Concello de Cambados";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de Castrelo";"Casa da Cultura de Castrelo";"Castrelo";"Cambados";"36639";"986520008";"981524866";"42.4799596,-8.812057";"";"";"cultura@cambados.es";"3600050-242";"";"";"Pública";"Concello de Cambados";"Concello de Cambados";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de Corvillón";"Centro Cultural Xacobe Castro. A Seca, 1º B ";"Corvillón";"Cambados";"36634";"986520008";"986524866";"42.528765,-8.797345";"";"";"cultura@cambados.es";"3600050-276";"";"";"Pública";"Concello de Cambados";"Concello de Cambados";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal do Centro Sociocultural Gumersindo Márquez";"Centro Sociocultural Gumersindo Márquez. ";"Oubiña";"Cambados";"36634";"986520008";"981524866";"42.534552,-8.765545";"";"";"biblioteca@cambados.es";"3600050-386";"";"";"Pública";"Concello de Cambados";"Concello de Cambados";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de Vilariño";"Casa da Cultura Vilariño";"Vilariño";"Cambados";"36633";"986520008";"986524866";"42.51431,-8.793011";"";"";"biblioteca@cambados.es";"3600050-272";"";"";"Pública";"Concello de Cambados";"Concello de Cambados";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal Irmáns Ricoi";"Feira, 4";"Campo Lameiro";"Campo Lameiro";"36110";"986752473/986752034";"986752084";"42.5415,-8.54301";"";"";"campolameiro.rbgalicia@eidolocal.es";"3600063-226";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Campo Lameiro";"Concello de Campo Lameiro";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Aldán";"Avda. Xosé Graña, 2";"Aldán";"Cangas";"36945";"986328360";"986328360";"42.282135,-8.819232";"http://www.bibliotecasmunicipaisdecangas.blogspot.com.es/";"http://www.bibliotecaspublicas.es/cangas/";"aldan.cangas.rbgalicia@eidolocal.es";"3600079-364";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Cangas ";"Concello de Cangas ";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal Central de Cangas";"Praza San Xoán, 10";"Cangas";"Cangas";"36940";"986304126";"";"42.2637,-8.77626";"http://www.bibliotecasmunicipaisdecangas.blogspot.com.es/";"http://www.bibliotecaspublicas.es/cangas/";"cangas.rbgalicia@eidolocal.es/biblioteca@cangas.gal";"3600079-148";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Cangas";"Concello de Cangas";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de Coiro";"Cruceiro s/n";"Coiro";"Cangas";"36947";"986302597";"";"42.281547, -8.772046";"http://www.bibliotecasmunicipaisdecangas.blogspot.com.es/";"http://www.bibliotecaspublicas.es/cangas/";"coiro.cangas.rbgalicia@eidolocal.es";"3600079-375";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Cangas";"Concello de Cangas";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Darbo";"Rúa do Piñeiro, 3";"Darbo";"Cangas";"36949";"986302283";"986302283";"42.2625277,-8.8039614";"http://www.bibliotecasmunicipaisdecangas.blogspot.com.es/";"http://www.bibliotecaspublicas.es/cangas/";"darbo.cangas.rbgalicia@eidolocal.es";"3600079-363";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Cangas ";"Concello de Cangas ";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal do Hío";"Estrada O Viso a O Hío, 53";"Hío, O";"Cangas";"36948";"986328358";"";"42.268443, -8.826242";"http://www.bibliotecasmunicipaisdecangas.blogspot.com.es/";"http://www.bibliotecaspublicas.es/cangas/";"biblio.hio@cangas.gal";"3600079-362";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Cangas";"Concello de Cangas";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal da Cañiza";"Rúa Progreso, 21";"Cañiza, A";"Cañiza, A";"36880";"986663069/986652132/986651000/606661269";"986651190";"42.2143555,-8.2772631";"";"";"acaniza.rbgalicia@eidolocal.es";"3601600-227";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de A Cañiza";"Concello de A Cañiza";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de Valeixe";"Miñoteira, s/n - Valeixe";"Valeixe";"Cañiza, A";"36883";"986652132/676909639";"986651190";"42.169383,-8.27425";"";"";"valeixe.acaniza.rbgalicia@eidolocal.es";"3601600-247";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello da Cañiza";"Concello da Cañiza";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Catoira";"Rúa do Concello, 14 - Baixo";"Catoira";"Catoira";"36612";"986546801";"986546217";"42.6661,-8.72288";"";"";"catoira.rbgalicia@eidolocal.es";"3600085-243";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Catoira";"Concello de Catoira";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Carballedo";"Chan, s/n";"Carballedo do Chan";"Cerdedo-Cotobade";"36856";"986760001/986760913";"986760130";"42.486182,-8.416021";"";"";"bibliotecascotobade@yahoo.es/bibliotecadecarballedo@concellodecotobade.org";"3600102-245";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Cotobade";"Concello de Cotobade";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal Rodríguez Fraiz";"Rúa das Longas, 12";"Cerdedo";"Cerdedo-Cotobade";"36130";"986753125";"986753201";"42.5334,-8.38927";"";"";"culturacerdedo@cerdedo-cotobade.gal/cerdedodc@yahoo.es/auxiliarsersoce@cerdedo-cotobade.gal";"3600098-244";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Cerdedo";"Concello de Cerdedo";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Tenorio";"Cobas, 20";"Tenorio";"Cerdedo-Cotobade";"36120";"986764255";"";"42.4736,-8.48156";"";"";"bibliotecadetenorio@concellodecotobade.org/cotobade.rbgalicia@eidolocal.es/bibliotecascotobade@yahoo.es/bibliotecadecarballedo@concellodecotobade.org";"3600102-228";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Cotobade";"Concello de Cotobade";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura O Agro de Viascón";"Quintán, s/n";"Viascón";"Cerdedo-Cotobade";"36121";"629605880/689648978";"";"42.4845075,-8.5420616";"";"";"";"XXXUA3602176-12347";"";"";"Privada";"Asociación de Veciños O Agro de Viascón";"Asociación de Veciños O Agro de Viascón";"Público";"Aberta";"Rexistrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Covelo";"Travesía de Vigo, 7";"Covelo";"Covelo";"36872";"986650154";"986650131";"42.2319,-8.36167";"";"";"bibliocovelo@gmail.com/ocovelo.rbgalicia@eidolocal.es";"3600912-92";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Covelo";"Concello de Covelo";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Crecente";"Solís Ruiz";"Crecente";"Crecente";"36420";"986666300/986666609";"986666251";"42.1537,-8.22306";"";"";"crecente.rbgalicia@eidolocal.es/juan.percu@usal.es";"3600124-246";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Crecente";"Concello de Crecente";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal Roberto Blanco Torres";"Praza das Árbores, 1";"Cuntis";"Cuntis";"36670";"986532424";"986532424";"42.6343,-8.56346";"";"";"bibliobt@infonegocio.com/cuntis.rbgalicia@eidolocal.es";"3600158-273";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Cuntis";"Concello de Cuntis";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal da Estrada Mario Blanco";"Avenida Benito Vigo, 58 - 1º andar";"Estrada, A";"Estrada, A";"36680";"986573188";"986573188";"42.6882303,-8.4863246,17";"";"";"biblioteca.aestrada@gmail.com/mergapa@outlook.es/aestrada.rbgalicia@eidolocal.es";"3600161-149";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de A Estrada";"Concello de A Estrada";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Soutelo de Montes";"Rúa do Consultorio, 11";"Soutelo de Montes";"Forcarei";"36560";"986756293/655401127";"";"42.534647,-8.299913";"";"";"soutelo.forcarei.rbgalicia@eidolocal.es/laconquistasoutelo@hotmail.com";"3600177-151";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Forcarei";"Concello de Forcarei";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Gondomar";"Rúa Portugal, 2";"Gondomar";"Gondomar";"36380";"986384459";"";"42.1114,-8.76194";"";"";"biblioteca@concellodegondomar.com";"3600200-1960";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Gondomar";"Concello de Gondomar";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal do Grove";"Monte da Vila, 11";"Grove, O";"Grove, O";"36980";"986732341";"986733190";"42.4911,-8.86255";"http://www.bibliotecaspublicas.es/ogrove/index.jsp";"";"biblioteca@concellodogrove.es/ogrove.rbgalicia@eidolocal.es";"3600217-147";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello do Grove";"Concello do Grove";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de San Vicente";"Rúa Campos, s/n. San Vicente";"San Vicente";"Grove, O";"36989";"986738843/986738431/986732341";"986733902";"42.468377,-8.926499";"";"";"axenciadelecturasanvicente@concellodogrove.es/sanvicente.ogrove.rbgalicia@eidolocal.es";"3600217-390";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello do Grove";"Concello do Grove";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de A Guarda";"Rúa  Rosalía de Castro";"A Guarda";"Guarda, A";"36780";"986611850";"";"41.9031421,-8.8667193";"http://www.aguarda.es/servizos-municipais/cultura/biblioteca/";"";"aguarda.rbgalicia@eidolocal.es";"3600222-229";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de A Guarda";"Concello de A Guarda";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal da Illa de Arousa";"Naval 14-16";"Illa de Arousa, A";"Illa de Arousa, A";"36626";"986527357";"";"42.5628127,-8.868347";"";"";"biblioteca@ailladearousa.es/illadearousa.rbgalicia@eidolocal.es";"3601031-93";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello da Illa de Arousa";"Concello da Illa de Arousa";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Lalín";"Praza do Concello, nº 1";"Lalín";"Lalín";"36500";"986783876";"986783876";"42.6551317,-8.1065008";"";"";"biblioteca@lalin.gal/lalin.rbgalicia@eidolocal.es";"3600238-153";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Lalín";"Concello de Lalín";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de A Lama";"Avenida do Concello, 3";"A Lama";"Lama, A";"36830";"986768238-4";"986768282";"42.3963,-8.44169";"";"";"omixalama@gmail.com/alama.rbgalicia@eidolocal.es";"3601062-250";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de A Lama";"Concello de A Lama";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Marín";"Avenida Ourense, 8";"Marín";"Marín";"36900";"986880197";"986839592";"42.392863,-8.697202";"";"";"marin.rbgalicia@eidolocal.es";"3600243-230";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Marín";"Concello de Marín";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de Meaño";"Casa da Cultura. Campo da Feira, 17";"Meaño";"Meaño";"36968";"986748916/986747102/629280581";"";"42.4443973,-8.7816473";"";"";"culturaxuventude@concellodemeano.com/meano.rbgalicia@eidolocal.es";"3601268-274";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Meaño";"Concello de Meaño";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Meis";"Plaza de España, 18";"Mosteiro, O";"Meis";"36637";"986712477";"986715300";"42.51692,-8.7043800";"";"";"meis.rbgalicia@eidolocal.es/biblioteca@meis.gal";"3601329-231";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Meis";"Concello de Meis";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de Domaio";"Centro Cultural Rosalía de Castro. Rúa A Costa, 10 ";"Domaio";"Moaña";"36957";"986326041";"";"42.2872,-8.6882";"";"";"domaio.moana.rbgalicia@eidolocal.es";"3600275-232";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Moaña";"Concello de Moaña";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Moaña";"Quintela, s/n";"Moaña";"Moaña";"36950";"986314250";"";"42.2799,-8.74021";"http://tionapoleon.blogspot.com.es/";"";"moana.rbgalicia@eidolocal.es";"3600275-233";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Moaña";"Concello de Moaña";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de Tirán José María Castroviejo";"Igrexario,  s/n";"Tirán";"Moaña";"36958";"986310015";"";"42.2707136,-8.751212";"";"";"bibliotiran2005@yahoo.es";"3600275-333";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Moaña";"Concello de Moaña";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Mondariz Xoán Xosé Pérez Labaca";"Rúa Merouces, 18";"Mondariz";"Mondariz";"36870";"986664333/986664306";"";"42.2340,-8.45635";"";"";"biblioteca@concellodemondariz.com/mondariz.rbgalicia@eidolocal.es";"3600294-154";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Mondariz";"Concello de Mondariz";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Mondariz-Balneario";"Constitución, 1";"Mondariz-Balneario";"Mondariz-Balneario";"36890";"986656136";"986662061";"42.2252,-8.47026";"";"";"oix@mondarizbalneario.es/mondarizbalneario.rbgalicia@eidolocal.es";"3601335-223";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Mondariz-Balnario";"Concello de Mondariz-Balnario";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Moraña";"Rúa 3, 13 ";"Sta. Lucía de Morana (Saiáns)";"Moraña";"36660";"986552809";"986553442";"42.5857701,-8.593616";"";"";"bibliomorana@hotmail.com/biblioteca@morana.org";"3600308-281";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Moraña";"Concello de Moraña";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Mos";"Camiño do Porto, 1 Porteliña";"Petelos";"Mos";"36416";"986338080/986331200";"986338080";"42.1911468,-8.636513";"";"";"biblio_municipal@concellomos.es/mos.rbgalicia@eidolocal.es";"3601486-155";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Mos";"Concello de Mos";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Nigrán";"Praza Castelao, 4";"Ceán";"Nigrán";"36350";"986383979";"";"42.1418,-8.79575";"https://bibliotecadenigran.wordpress.com/";"";"nigran.rbgalicia@eidolocal.es";"3600341-94";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Nigrán";"Concello de Nigrán";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Pazos de Borbén";"Pazos, nº 1";"Pazos de Borbén";"Pazos de Borbén";"36841";"986497273";"986497273";"42.2938,-8.5316";"https://bibliopazos.blogspot.com.es";"";"biblioteca@pazosdeborben.org/pazosdeborben.rbgalicia@eidolocal.es";"3601388-251";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello Pazos de Borbén";"Concello Pazos de Borbén";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Poio";"Beiramar, 74";"Campelo";"Poio";"36994";"986770001-1331";"";"42.4345299,-8.6844624";" http://j.mp/bibliotecapoio";"";"macarena.ferreiro.soto@concellopoio.com/poio.rbgalicia@eidolocal.es";"3601293-95";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Poio";"Concello de Poio";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Ponte Caldelas";"Centro Cultural. Rúa Emigrante, s/n";"Ponte Caldelas";"Ponte Caldelas";"36820";"986767235";"986750020";"42.3897,-8.50058";"";"";"biblioteca@pontecaldelas.org/pontecaldelas.rbgalicia@eidolocal.es";"3600601-339";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello dePonte Caldelas";"Concello dePonte Caldelas";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de Areas";"Gándara s/n, Centro Cultural Artística e Deportiva de Areas";"Areas";"Ponteareas";"36861";"986660765";"986660765";"42.1798,-8.52692";"";"";"areas.ponteareas.rbgalicia@eidolocal.es";"3600597-90";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Ponteareas";"Concello de Ponteareas";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal Trovador Xoán García de Guillade";"Barrio Reimonde, s/n";"Guillade";"Ponteareas";"36868";"696826395";"";"42.173117,-8.429633";"";"";"guillade.ponteareas.rbgalicia@eidolocal.es";"3600597-1990";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Ponteareas";"Concello de Ponteareas";"Público";"Pechada temporalmente";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Ponteareas";"Perillana, 9 - 11";"Ponteareas";"Ponteareas";"36860";"986660765";"";"42.1747,-8.5081";"";"";"ponteareas.rbgalicia@eidolocal.es";"3600597-96";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Ponteareas";"Concello de Ponteareas";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de Ribadetea";"Casa do Comuneiro";"Ribadetea";"Ponteareas";"36866";"672105468/986660765/607920287";"";"42.2013939,-8.522271";"";"";"xinzo.ponteareas.rbgalicia@eidolocal.es/bibliotecamuseo@ponteareas.es";"3600597-277";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Ponteareas";"Concello de Ponteareas";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Axencia de Lectura Municipal de Xinzo";"Centro Cultural de Xinzo. Rúa Portela, 34";"Xinzo";"Ponteareas";"36891";"986660765";"";"42.103174,-8.557792";"";"";"xinzo.ponteareas.rbgalicia@eidolocal.es";"3600597-253";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello Ponteareas";"Concello Ponteareas";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Pontecesures";"Rúa Raimundo García Domínguez";"Pontecesures";"Pontecesures";"36640";"986556695,986557125";"986556695";"42.7213,-8.65051";"";"";"pontecesures.rbgalicia@eidolocal.es/tareixaxil@gmail.com";"3600618-97";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Pontecesures";"Concello de Pontecesures";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública xestionada pola Consellería de Cultura e Turismo";"Biblioteca Pública de Pontevedra Antonio Odriozola";"Alfonso XIII,  3";"Pontevedra";"Pontevedra";"36002";"886159250";"886159253";"42.4326,-8.65057";"https://bibliotecas.xunta.gal/pontevedra/gl";"";"biblio.publica.pontevedra@xunta.gal";"3600487-6876";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Ministerio de Educación, Cultura y Deporte";"Consellería de Cultura e Turismo";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal do Porriño";"Domingo Bueno, 9";"Porriño, O";"Porriño, O";"36400";"986337624";"986344235";"42.160338,-8.619145";"https://bibliotecadoporrino.com/";"";"biblioteca@oporrino.org";"3600562-235";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de O Porriño";"Concello de O Porriño";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Portas";"A Rapeira, s/n";"Portas";"Portas";"36658";"986536925";"986536348";"42.5775,-8.65373";"";"";"portas.rbgalicia@eidolocal.es/bpmportas@gmail.com";"3601176-236";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Portas";"Concello de Portas";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Axencia de Lectura";"Biblioteca Pública Municipal Xela Arias de Chapela";"Piñeiral do Crego,nº 22. Edificio multiusos.";"Chapela";"Redondela";"36320";"986454226";"";"42.265662,-8.669232";"http://bibliotecasredondela.blogspot.com";"";"bibliotecachapela@redondela.es/chapela.redondela.rbgalicia@eidolocal.es";"3600623-194";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Redondela";"Concello de Redondela";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal Valle-Inclán";"Edificio Multiusos. Paseo da Xunqueira,  s/n";"Redondela";"Redondela";"36800";"986401561";"986402865";"42.2831,-8.60947";"http://bibliotecasredondela.blogspot.com.es/";"";"bibliotecaredondela@redondela.gal/redondela.rbgalicia@eidolocal.es";"3600623-283";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Redondela";"Concello de Redondela";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Ribadumia";"Rúa Parroco Valiñas, s/n";"Ribadumia";"Ribadumia";"36636";"986710711";"";"42.514089,-8.757606";"";"";"omix@ribadumia.org/ribadumia.rbgalicia@eidolocal.es";"3600639-284";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Ribadumia";"Concello de Ribadumia";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal Manuel Lamazares";"Rúa A,  28";"Rodeiro";"Rodeiro";"36530";"986790301";"986790195";"42.6486,-7.94421";"";"";"biblioteca@rodeiro.org/rodeiro.rbgalicia@eidolocal.es";"3601307-285";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Rodeiro";"Concello de Rodeiro";"Público";"Aberta";"Rexistrada e integrada"
